Event,Latitude,Longitude,Date/Time,Station,Depth water [m],Rack no,Cover live cor [%],Cover rock [%],Sand [#],Cover dead cor [%],Cover rubble [%],ID (Quadrat ID),Part desc,Family,Species common,Species UID,Species UID (Semantic URI),Species UID (URI),Fish TL [mm] (Elaborated after Neuswanger e...),Fish wm [g] (Derived from the measured len...),ID (Fish ID),Entry time (Elaborated after Neuswanger e...),Exit time (Elaborated after Neuswanger e...),Bites [#] (Elaborated after Neuswanger e...),Bite dist [mm] (Elaborated after Neuswanger e...),Time frame [s] (Elaborated after Neuswanger e...),Bite rate [#/min] (Elaborated after Neuswanger e...),Benthos grazed,Corals grazed,Species UID (Corals grazed),Species UID (Semantic URI) (Corals grazed),Species UID (URI) (Corals grazed),Forage
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,1,4.2,4.9,15.5,12.5,62.9,HRS 1,1.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,139.79,57.61915405,ZX1,8.19.55089,9.09.51044,12,171.11,49.96,14.41,Algal covered rock,,,,,1.538461538
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,1,4.2,4.9,15.5,12.5,62.9,HRS 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,139.79,57.52082785,ZX1,7.28.50788,7.47.343,4,81.82,18.84,12.74,Algal covered rock,,,,,0.512820513
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,2,8,2.1,14.4,14.7,60.7,HRS 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,140.1985,58.01979954,ZX2,4.29.39089,4.31.43038,8,12.77,2.04,235.35,Algal covered rock,,,,,1.025641026
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,2,8,2.1,14.4,14.7,60.7,HRS 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,140.1985,58.01979954,ZX2,10.29.35228,10.31.27597,1,24.8,1.92,31.19,Sand,,,,,0.091743119
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,2,8,2.1,14.4,14.7,60.7,HRS 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,140.1985,58.01979954,ZX2,10.31.27597,10.34.43736,3,36.18,3.16,56.94,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_HRS,29.5017,34.9174,2018-03-08T16:30,HRS,3,2,8,2.1,14.4,14.7,60.7,HRS 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,140.1985,58.01979954,ZX2,16.16.20644,16.25.51546,2,22.88,9.31,12.89,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.121212121
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,14.43.30529,14.54.52199,5,56.75,11.22,26.75,Algal covered rock,,,,,0.641025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,16.48.9555,17.03.41526,13,,14.46,53.94,,,,,,
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,4.00.7613,4.13.31515,14,136.81,12.55,66.91,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.308411215
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,7.49.27274,8.53.56105,40,103.43,64.29,37.33,Algal covered rock,,,,,5.128205128
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,9.36.17397,9.44.2944,8,81.59,8.12,59.11,Algal covered rock,,,,,1.025641026
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,9.44.2944,10.12.63,7,74.8,28.33,14.83,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.654205607
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,9.36.17397,9.45.35545,5,134.52,9.18,32.67,Algal covered rock,,,,,0.641025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,9.45.35545,10.01.40346,7,161.57,16.05,26.17,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.654205607
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,10.01.40346,10.12.63,13,103.1,11.22,69.5,Algal covered rock,,,,,1.666666667
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,12.44185,35.6711,29,98.63,23.23,74.91,Algal covered rubble,,,,,0.536044362
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.7,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,154.8239,77.82808536,ZX3,6.55.42059,7.47.50064,17,79.67,52.08,19.59,Algal covered rock,,,,,2.179487179
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,15.28.37399,15.56.55119,11,167.86,28.18,23.42,Algal covered rock,,,,,1.41025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,17.32.43859,17.39.37084,6,40.7,6.93,51.93,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.363636364
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,8.24.18855,8.46.52069,4,135.17,22.33,10.75,Algal covered rock,,,,,0.512820513
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,4.39.40687,5.01.1522,9,,21.75,24.83,,,,,,
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,8.55.44002,9.15.45289,11,204.85,20.01,32.98,Algal covered rock,,,,,1.41025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,148.2958,68.51051892,ZX4,1.12.49103,1.46.44984,17,83,33.96,30.04,Algal covered rock,,,,,2.179487179
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,2.26.32067,2.43.45843,5,78.85,17.14,17.51,Live coral,,Favia favus,urn:lsid:marinespecies.org:taxname:207435,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207435,0.46728972
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,2.43.45843,2.50.46947,7,86.8,7.01,59.91,Algal covered rock,,,,,0.897435897
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,2.56.32020,3.20.32315,11,62.66,24,27.5,Algal covered rock,,,,,1.41025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,3.59.39128,4.02.19314,1,,2.8,21.41,Algal covered rock,,,,,0.128205128
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,5.07.57641,5.17.7725,5,49.75,10.2,29.42,Algal covered rock,,,,,0.641025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,6.11.39174,6.23.28823,6,89.88,11.9,30.26,Algal covered rock,,,,,0.769230769
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,150.0289,70.9077387,ZX5,12.00.19493,12.17.35052,7,67.9,17.35,24.21,Algal covered rock,,,,,0.897435897
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.3,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,125.1546,53.47427017,CS1,7.34.53679,7.44.23225,1,,9.7,6.19,Algal covered rock,,,,,0.128205128
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,125.1546,53.47427017,CS1,8.34.8721,8.51.31637,6,28.37,16.44,21.89,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.363636364
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,125.1546,53.47427017,CS1,10.59.33805,11.06.43644,5,30.98,7.1,42.26,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.303030303
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,222.6427,311.630169,CS2,12.33.56742,12.46.91391,5,74.9,13.35,22.48,Algal covered rock,,,,,0.641025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,222.6427,311.630169,CS2,12.46.91391,12.52.57687,2,51.62,5.66,21.19,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.186915888
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,222.6427,311.630169,CS2,12.52.57687,13.14.15621,13,32.99,21.58,36.15,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.787878788
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,222.6427,311.630169,CS2,13.14.15621,13.20.53085,11,76.81,6.37,103.54,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.028037383
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,2,1.6,15.8,13.7,9.7,59.2,NR1 2,2.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,222.6427,311.630169,CS2,13.20.53085,13.42.26479,4,66.8,21.73,11.04,Live coral,,Millepora,urn:lsid:marinespecies.org:taxname:205902,https://www.marinespecies.org/aphia.php?p=taxdetails&id=205902,0.373831776
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,6.31.25108,6.35.41335,1,,4.16,14.42,Sand,,,,,0.091743119
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,7.30.5297,7.35.6291,2,291.78,5.1,23.53,Algal covered rock,,,,,0.256410256
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,09.10.98,9.17.53463,5,72.79,6.93,43.26,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.46728972
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,9.17.53463,9.28.45156,4,209.01,10.92,21.98,Algal covered rock,,,,,0.512820513
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,9.28.45156,9.35.25033,7,154.58,6.8,61.78,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.424242424
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,10.25.57572,10.30.58913,5,128.98,5.01,59.84,Algal covered rock,,,,,0.641025641
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,10.30.58913,10.45.4407,8,113.91,14.85,32.32,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.484848485
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,10.45.4407,11.55.35072,37,77.97,69.91,31.76,Algal covered rock,,,,,4.743589744
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,0.13.20719,0.17.5343,1,,4.33,13.87,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.093457944
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,1.20.52928,2.03.13418,15,241.42,42.6,21.12,Algal covered rock,,,,,1.923076923
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,176.4778,114.661732,ZX6,3.17.28961,3.27.11439,3,76.58,9.82,18.32,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.181818182
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,173.3783,108.8028543,ZX7,10.17.31491,10.45.89449,9,72.79,28.58,18.89,Algal covered rock,,,,,1.153846154
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,173.3783,108.8028543,ZX7,1.32.33882,1.37.36667,1,,5.03,11.93,Dead coral,,,,,0.060606061
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,173.3783,108.8028543,ZX7,1.50.50935,2.00.20657,11,153.46,9.7,68.06,Sand,,,,,1.009174312
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,173.3783,108.8028543,ZX7,2.41.32130,2.50.29151,7,133.81,8.97,46.82,Sand,,,,,0.642201835
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,173.3783,108.8028543,ZX7,3.00.49220,3.10.39428,3,102.67,9.9,18.18,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,182.4044,126.438803,ZX8,4.15.43560,5.00.31697,44,77.4,44.88,58.82,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.666666667
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,182.4044,126.438803,ZX8,7.55.59755,8.25.11916,14,249.69,29.52,28.45,Algal covered rock,,,,,1.794871795
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,159.9107,85.64328747,ZX9,5.16.22762,5.23.29182,1,,7.06,8.49,Sand,,,,,0.091743119
